Date,Year,Haul,Station,Transect,Region,Depth,Taxon,Sex,Split,Count,Species Code,Subsample (mL_,TotVol,5MinTowExpansion,CPUE
6/24/2009,2009,132,444,PiedBl,Central,885,Nd,Male,,,1847,,,,0
6/24/2009,2009,132,444,PiedBl,Central,885,Ts,Both,,,1473,,,,0
6/24/2009,2009,132,444,PiedBl,Central,885,Ts,Female,,,1473,,,,0
6/24/2009,2009,132,444,PiedBl,Central,885,Ts,Male,,,1473,,,,0
6/24/2009,2009,133,445,PiedBl,Central,1050,Ep,Both,,,1816,,,,14112
6/24/2009,2009,133,445,PiedBl,Central,1050,Ep,Female,,,1816,,,,7872
6/24/2009,2009,133,445,PiedBl,Central,1050,Ep,Male,,,1816,,,,6240
6/24/2009,2009,133,445,PiedBl,Central,1050,Nd,Both,,,1847,,,,0
6/24/2009,2009,133,445,PiedBl,Central,1050,Nd,Female,,,1847,,,,0
6/24/2009,2009,133,445,PiedBl,Central,1050,Nd,Male,,,1847,,,,0
6/24/2009,2009,133,445,PiedBl,Central,1050,Ts,Both,,,1473,,,,0
6/24/2009,2009,133,445,PiedBl,Central,1050,Ts,Female,,,1473,,,,0
6/24/2009,2009,133,445,PiedBl,Central,1050,Ts,Male,,,1473,,,,0
6/24/2009,2009,134,237,Gofl,Central,74,Ep,Both,,,1816,,,,0
6/24/2009,2009,134,237,Gofl,Central,74,Ep,Female,,,1816,,,,0
6/24/2009,2009,134,237,Gofl,Central,74,Ep,Male,,,1816,,,,0
6/24/2009,2009,134,237,Gofl,Central,74,Nd,Both,,,1847,,,,0
6/24/2009,2009,134,237,Gofl,Central,74,Nd,Female,,,1847,,,,0
6/24/2009,2009,134,237,Gofl,Central,74,Nd,Male,,,1847,,,,0
6/24/2009,2009,134,237,Gofl,Central,74,Ts,Both,,,1473,,,,5
6/24/2009,2009,134,237,Gofl,Central,74,Ts,Female,,,1473,,,,5
6/24/2009,2009,134,237,Gofl,Central,74,Ts,Male,,,1473,,,,0
5/5/2008,2008,1,116,Mbay,Central,287,Ep,Both,,,1816,,,,33616
5/5/2008,2008,1,116,Mbay,Central,287,Ep,Female,,,1816,,,,27632
5/5/2008,2008,1,116,Mbay,Central,287,Ep,Male,,,1816,,,,5984
5/5/2008,2008,1,116,Mbay,Central,287,Nd,Both,,,1847,,,,0
5/5/2008,2008,1,116,Mbay,Central,287,Nd,Female,,,1847,,,,0
5/5/2008,2008,1,116,Mbay,Central,287,Nd,Male,,,1847,,,,0
5/5/2008,2008,1,116,Mbay,Central,287,Ts,Both,,,1473,,,,4752
5/5/2008,2008,1,116,Mbay,Central,287,Ts,Female,,,1473,,,,4224
5/5/2008,2008,1,116,Mbay,Central,287,Ts,Male,,,1473,,,,528
5/5/2008,2008,2,115,Mbay,Central,91,Ep,Both,,,1816,,,,1868.8
5/5/2008,2008,2,115,Mbay,Central,91,Ep,Female,,,1816,,,,780.8
5/5/2008,2008,2,115,Mbay,Central,91,Ep,Male,,,1816,,,,1088
5/5/2008,2008,2,115,Mbay,Central,91,Nd,Both,,,1847,,,,0
5/5/2008,2008,2,115,Mbay,Central,91,Nd,Female,,,1847,,,,0
5/5/2008,2008,2,115,Mbay,Central,91,Nd,Male,,,1847,,,,0
5/5/2008,2008,2,115,Mbay,Central,91,Ts,Both,,,1473,,,,870.4
5/5/2008,2008,2,115,Mbay,Central,91,Ts,Female,,,1473,,,,665.6
5/5/2008,2008,2,115,Mbay,Central,91,Ts,Male,,,1473,,,,204.8
5/5/2008,2008,3,112,Mbay,Central,73,Em,Both,,,2830,,,,2
5/5/2008,2008,3,112,Mbay,Central,73,Em,Female,,,2830,,,,2
5/5/2008,2008,3,112,Mbay,Central,73,Em,Male,,,2830,,,,0
5/5/2008,2008,3,112,Mbay,Central,73,Ep,Both,,,1816,,,,34
5/5/2008,2008,3,112,Mbay,Central,73,Ep,Female,,,1816,,,,24
5/5/2008,2008,3,112,Mbay,Central,73,Ep,Male,,,1816,,,,10
5/5/2008,2008,3,112,Mbay,Central,73,Nd,Both,,,1847,,,,0
5/5/2008,2008,3,112,Mbay,Central,73,Nd,Female,,,1847,,,,0
5/5/2008,2008,3,112,Mbay,Central,73,Nd,Male,,,1847,,,,0
5/5/2008,2008,3,112,Mbay,Central,73,Ts,Both,,,1473,,,,236
5/5/2008,2008,3,112,Mbay,Central,73,Ts,Female,,,1473,,,,220
5/5/2008,2008,3,112,Mbay,Central,73,Ts,Male,,,1473,,,,16
5/5/2008,2008,4,118,Mbay,Central,966,Ep,Both,,,1816,,,,131144
5/5/2008,2008,4,118,Mbay,Central,966,Ep,Female,,,1816,,,,74496
5/5/2008,2008,4,118,Mbay,Central,966,Ep,Male,,,1816,,,,56648
5/5/2008,2008,4,118,Mbay,Central,966,Nd,Both,,,1847,,,,0
5/5/2008,2008,4,118,Mbay,Central,966,Nd,Female,,,1847,,,,0
5/5/2008,2008,4,118,Mbay,Central,966,Nd,Male,,,1847,,,,0
5/5/2008,2008,4,118,Mbay,Central,966,Ts,Both,,,1473,,,,10864
5/5/2008,2008,4,118,Mbay,Central,966,Ts,Female,,,1473,,,,4656
5/5/2008,2008,4,118,Mbay,Central,966,Ts,Male,,,1473,,,,6208
5/5/2008,2008,5,117,Mbay,Central,1920,Ep,Both,,,1816,,,,368480
5/5/2008,2008,5,117,Mbay,Central,1920,Ep,Female,,,1816,,,,196000
5/5/2008,2008,5,117,Mbay,Central,1920,Ep,Male,,,1816,,,,172480
5/5/2008,2008,5,117,Mbay,Central,1920,Nd,Both,,,1847,,,,0
5/5/2008,2008,5,117,Mbay,Central,1920,Nd,Female,,,1847,,,,0
5/5/2008,2008,5,117,Mbay,Central,1920,Nd,Male,,,1847,,,,0
5/5/2008,2008,5,117,Mbay,Central,1920,Ts,Both,,,1473,,,,3920
5/5/2008,2008,5,117,Mbay,Central,1920,Ts,Female,,,1473,,,,0
5/5/2008,2008,5,117,Mbay,Central,1920,Ts,Male,,,1473,,,,3920
5/6/2008,2008,6,110,Mbay,Central,2304,Ep,Both,,,1816,,,,153504
5/6/2008,2008,6,110,Mbay,Central,2304,Ep,Female,,,1816,,,,74880
5/6/2008,2008,6,110,Mbay,Central,2304,Ep,Male,,,1816,,,,78624
5/6/2008,2008,6,110,Mbay,Central,2304,Nd,Both,,,1847,,,,936
5/6/2008,2008,6,110,Mbay,Central,2304,Nd,Female,,,1847,,,,936
5/6/2008,2008,6,110,Mbay,Central,2304,Nd,Male,,,1847,,,,0
5/6/2008,2008,6,110,Mbay,Central,2304,Ts,Both,,,1473,,,,936
5/6/2008,2008,6,110,Mbay,Central,2304,Ts,Female,,,1473,,,,936
5/6/2008,2008,6,110,Mbay,Central,2304,Ts,Male,,,1473,,,,0
5/6/2008,2008,7,109,Mbay,Central,608,Ep,Both,,,1816,,,,0
5/6/2008,2008,7,109,Mbay,Central,608,Ep,Female,,,1816,,,,0
5/6/2008,2008,7,109,Mbay,Central,608,Ep,Male,,,1816,,,,0
5/6/2008,2008,7,109,Mbay,Central,608,Nd,Both,,,1847,,,,0
5/6/2008,2008,7,109,Mbay,Central,608,Nd,Female,,,1847,,,,0
5/6/2008,2008,7,109,Mbay,Central,608,Nd,Male,,,1847,,,,0
5/6/2008,2008,7,109,Mbay,Central,608,Ts,Both,,,1473,,,,0
5/6/2008,2008,7,109,Mbay,Central,608,Ts,Female,,,1473,,,,0
5/6/2008,2008,7,109,Mbay,Central,608,Ts,Male,,,1473,,,,0
5/7/2008,2008,8,123,Dvpt,Central,82,Ep,Both,,,1816,,,,0
5/7/2008,2008,8,123,Dvpt,Central,82,Ep,Female,,,1816,,,,0
5/7/2008,2008,8,123,Dvpt,Central,82,Ep,Male,,,1816,,,,0
5/7/2008,2008,8,123,Dvpt,Central,82,Nd,Both,,,1847,,,,0
5/7/2008,2008,8,123,Dvpt,Central,82,Nd,Female,,,1847,,,,0
5/7/2008,2008,8,123,Dvpt,Central,82,Nd,Male,,,1847,,,,0
5/7/2008,2008,8,123,Dvpt,Central,82,Ts,Both,,,1473,,,,268800
5/7/2008,2008,8,123,Dvpt,Central,82,Ts,Female,,,1473,,,,180000
5/7/2008,2008,8,123,Dvpt,Central,82,Ts,Male,,,1473,,,,88800
5/7/2008,2008,9,133,Pesc,Central,184,Ep,Both,,,1816,,,,31464
5/7/2008,2008,9,133,Pesc,Central,184,Ep,Female,,,1816,,,,14076
5/7/2008,2008,9,133,Pesc,Central,184,Ep,Male,,,1816,,,,17388
5/7/2008,2008,9,133,Pesc,Central,184,Nd,Both,,,1847,,,,276
5/7/2008,2008,9,133,Pesc,Central,184,Nd,Female,,,1847,,,,0
5/7/2008,2008,9,133,Pesc,Central,184,Nd,Male,,,1847,,,,276
5/7/2008,2008,9,133,Pesc,Central,184,Ts,Both,,,1473,,,,6072
5/7/2008,2008,9,133,Pesc,Central,184,Ts,Female,,,1473,,,,3312
5/7/2008,2008,9,133,Pesc,Central,184,Ts,Male,,,1473,,,,2760
5/8/2008,2008,10,132,Pesc,Central,95,Ep,Both,,,1816,,,,6024
5/8/2008,2008,10,132,Pesc,Central,95,Ep,Female,,,1816,,,,4016
5/8/2008,2008,10,132,Pesc,Central,95,Ep,Male,,,1816,,,,2008
5/8/2008,2008,10,132,Pesc,Central,95,Nd,Both,,,1847,,,,0
5/8/2008,2008,10,132,Pesc,Central,95,Nd,Female,,,1847,,,,0
5/8/2008,2008,10,132,Pesc,Central,95,Nd,Male,,,1847,,,,0
5/8/2008,2008,10,132,Pesc,Central,95,Ts,Both,,,1473,,,,200800
5/8/2008,2008,10,132,Pesc,Central,95,Ts,Female,,,1473,,,,188752
5/8/2008,2008,10,132,Pesc,Central,95,Ts,Male,,,1473,,,,12048
5/8/2008,2008,11,131,Pesc,Central,82,Ep,Both,,,1816,,,,1828500
5/8/2008,2008,11,131,Pesc,Central,82,Ep,Female,,,1816,,,,833796
5/8/2008,2008,11,131,Pesc,Central,82,Ep,Male,,,1816,,,,994704
5/8/2008,2008,11,131,Pesc,Central,82,Nd,Both,,,1847,,,,0
5/8/2008,2008,11,131,Pesc,Central,82,Nd,Female,,,1847,,,,0
5/8/2008,2008,11,131,Pesc,Central,82,Nd,Male,,,1847,,,,0
5/8/2008,2008,11,131,Pesc,Central,82,Ts,Both,,,1473,,,,336444
5/8/2008,2008,11,131,Pesc,Central,82,Ts,Female,,,1473,,,,263304
5/8/2008,2008,11,131,Pesc,Central,82,Ts,Male,,,1473,,,,73140
5/10/2008,2008,12,455,FtRoss,North,3340,Ep,Both,,,1816,,,,23360
5/10/2008,2008,12,455,FtRoss,North,3340,Ep,Female,,,1816,,,,9600
5/10/2008,2008,12,455,FtRoss,North,3340,Ep,Male,,,1816,,,,13760
5/10/2008,2008,12,455,FtRoss,North,3340,Nd,Both,,,1847,,,,8960
5/10/2008,2008,12,455,FtRoss,North,3340,Nd,Female,,,1847,,,,6400
5/10/2008,2008,12,455,FtRoss,North,3340,Nd,Male,,,1847,,,,2560
5/10/2008,2008,12,455,FtRoss,North,3340,Ts,Both,,,1473,,,,0
5/10/2008,2008,12,455,FtRoss,North,3340,Ts,Female,,,1473,,,,0
5/10/2008,2008,12,455,FtRoss,North,3340,Ts,Male,,,1473,,,,0
5/11/2008,2008,13,454,FtRoss,North,910,Ep,Both,,,1816,,,,48224
5/11/2008,2008,13,454,FtRoss,North,910,Ep,Female,,,1816,,,,28160
5/11/2008,2008,13,454,FtRoss,North,910,Ep,Male,,,1816,,,,20064
5/11/2008,2008,13,454,FtRoss,North,910,Nd,Both,,,1847,,,,2464
5/11/2008,2008,13,454,FtRoss,North,910,Nd,Female,,,1847,,,,2112
5/11/2008,2008,13,454,FtRoss,North,910,Nd,Male,,,1847,,,,352
5/11/2008,2008,13,454,FtRoss,North,910,Ts,Both,,,1473,,,,0
5/11/2008,2008,13,454,FtRoss,North,910,Ts,Female,,,1473,,,,0
5/11/2008,2008,13,454,FtRoss,North,910,Ts,Male,,,1473,,,,0
5/13/2008,2008,14,139,Gofl,Central,55,Ep,Both,,,1816,,,,3300
5/13/2008,2008,14,139,Gofl,Central,55,Ep,Female,,,1816,,,,1380
5/13/2008,2008,14,139,Gofl,Central,55,Ep,Male,,,1816,,,,1920
5/13/2008,2008,14,139,Gofl,Central,55,Nd,Both,,,1847,,,,0
5/13/2008,2008,14,139,Gofl,Central,55,Nd,Female,,,1847,,,,0
5/13/2008,2008,14,139,Gofl,Central,55,Nd,Male,,,1847,,,,0
5/13/2008,2008,14,139,Gofl,Central,55,Ts,Both,,,1473,,,,4980
5/13/2008,2008,14,139,Gofl,Central,55,Ts,Female,,,1473,,,,180
5/13/2008,2008,14,139,Gofl,Central,55,Ts,Male,,,1473,,,,4800
5/13/2008,2008,15,139,Gofl,Central,55,Ep,Both,,,1816,,,,3828
5/13/2008,2008,15,139,Gofl,Central,55,Ep,Female,,,1816,,,,1508
5/13/2008,2008,15,139,Gofl,Central,55,Ep,Male,,,1816,,,,2320
5/13/2008,2008,15,139,Gofl,Central,55,Nd,Both,,,1847,,,,0
5/13/2008,2008,15,139,Gofl,Central,55,Nd,Female,,,1847,,,,0
5/13/2008,2008,15,139,Gofl,Central,55,Nd,Male,,,1847,,,,0
5/13/2008,2008,15,139,Gofl,Central,55,Ts,Both,,,1473,,,,16588
5/13/2008,2008,15,139,Gofl,Central,55,Ts,Female,,,1473,,,,3016
5/13/2008,2008,15,139,Gofl,Central,55,Ts,Male,,,1473,,,,13572
5/13/2008,2008,16,138,Gofl,Central,55,Ep,Both,,,1816,,,,9576
5/13/2008,2008,16,138,Gofl,Central,55,Ep,Female,,,1816,,,,6384
5/13/2008,2008,16,138,Gofl,Central,55,Ep,Male,,,1816,,,,3192
5/13/2008,2008,16,138,Gofl,Central,55,Nd,Both,,,1847,,,,0
5/13/2008,2008,16,138,Gofl,Central,55,Nd,Female,,,1847,,,,0
5/13/2008,2008,16,138,Gofl,Central,55,Nd,Male,,,1847,,,,0
5/13/2008,2008,16,138,Gofl,Central,55,Ts,Both,,,1473,,,,46056
5/13/2008,2008,16,138,Gofl,Central,55,Ts,Female,,,1473,,,,23712
5/13/2008,2008,16,138,Gofl,Central,55,Ts,Male,,,1473,,,,22344
5/14/2008,2008,17,138,Gofl,Central,55,Ep,Both,,,1816,,,,1952
5/14/2008,2008,17,138,Gofl,Central,55,Ep,Female,,,1816,,,,1952
5/14/2008,2008,17,138,Gofl,Central,55,Ep,Male,,,1816,,,,0
5/14/2008,2008,17,138,Gofl,Central,55,Nd,Both,,,1847,,,,0
5/14/2008,2008,17,138,Gofl,Central,55,Nd,Female,,,1847,,,,0
5/14/2008,2008,17,138,Gofl,Central,55,Nd,Male,,,1847,,,,0
5/14/2008,2008,17,138,Gofl,Central,55,Ts,Both,,,1473,,,,49288
5/14/2008,2008,17,138,Gofl,Central,55,Ts,Female,,,1473,,,,21960
5/14/2008,2008,17,138,Gofl,Central,55,Ts,Male,,,1473,,,,27328
5/14/2008,2008,18,237,Gofl,Central,74,Ep,Both,,,1816,,,,19656
5/14/2008,2008,18,237,Gofl,Central,74,Ep,Female,,,1816,,,,8424
5/14/2008,2008,18,237,Gofl,Central,74,Ep,Male,,,1816,,,,11232
5/14/2008,2008,18,237,Gofl,Central,74,Nd,Both,,,1847,,,,0
5/14/2008,2008,18,237,Gofl,Central,74,Nd,Female,,,1847,,,,0
5/14/2008,2008,18,237,Gofl,Central,74,Nd,Male,,,1847,,,,0
5/14/2008,2008,18,237,Gofl,Central,74,Ts,Both,,,1473,,,,412776
5/14/2008,2008,18,237,Gofl,Central,74,Ts,Female,,,1473,,,,204984
5/14/2008,2008,18,237,Gofl,Central,74,Ts,Male,,,1473,,,,207792
5/14/2008,2008,19,237,Gofl,Central,74,Ep,Both,,,1816,,,,7480
5/14/2008,2008,19,237,Gofl,Central,74,Ep,Female,,,1816,,,,5984
5/14/2008,2008,19,237,Gofl,Central,74,Ep,Male,,,1816,,,,1496
5/14/2008,2008,19,237,Gofl,Central,74,Nd,Both,,,1847,,,,0
5/14/2008,2008,19,237,Gofl,Central,74,Nd,Female,,,1847,,,,0
5/14/2008,2008,19,237,Gofl,Central,74,Nd,Male,,,1847,,,,0
5/14/2008,2008,19,237,Gofl,Central,74,Ts,Both,,,1473,,,,179520
5/14/2008,2008,19,237,Gofl,Central,74,Ts,Female,,,1473,,,,94248
5/14/2008,2008,19,237,Gofl,Central,74,Ts,Male,,,1473,,,,85272
5/14/2008,2008,20,127,Dvpt,Central,1045,Ep,Both,,,1816,,,,3696
5/14/2008,2008,20,127,Dvpt,Central,1045,Ep,Female,,,1816,,,,2660
5/14/2008,2008,20,127,Dvpt,Central,1045,Ep,Male,,,1816,,,,1036
5/14/2008,2008,20,127,Dvpt,Central,1045,Nd,Both,,,1847,,,,392
5/14/2008,2008,20,127,Dvpt,Central,1045,Nd,Female,,,1847,,,,364
5/14/2008,2008,20,127,Dvpt,Central,1045,Nd,Male,,,1847,,,,28
5/14/2008,2008,20,127,Dvpt,Central,1045,Ts,Both,,,1473,,,,28
5/14/2008,2008,20,127,Dvpt,Central,1045,Ts,Female,,,1473,,,,28
5/14/2008,2008,20,127,Dvpt,Central,1045,Ts,Male,,,1473,,,,0
5/14/2008,2008,21,126,Dvpt,Central,432,Ep,Both,,,1816,,,,62580
5/14/2008,2008,21,126,Dvpt,Central,432,Ep,Female,,,1816,,,,38220
5/14/2008,2008,21,126,Dvpt,Central,432,Ep,Male,,,1816,,,,24360
5/14/2008,2008,21,126,Dvpt,Central,432,Nd,Both,,,1847,,,,0
5/14/2008,2008,21,126,Dvpt,Central,432,Nd,Female,,,1847,,,,0
5/14/2008,2008,21,126,Dvpt,Central,432,Nd,Male,,,1847,,,,0
5/14/2008,2008,21,126,Dvpt,Central,432,Ts,Both,,,1473,,,,10080
5/14/2008,2008,21,126,Dvpt,Central,432,Ts,Female,,,1473,,,,8400
5/14/2008,2008,21,126,Dvpt,Central,432,Ts,Male,,,1473,,,,1680
5/15/2008,2008,22,125,Dvpt,Central,446,Ep,Both,,,1816,,,,177504
5/15/2008,2008,22,125,Dvpt,Central,446,Ep,Female,,,1816,,,,83592
5/15/2008,2008,22,125,Dvpt,Central,446,Ep,Male,,,1816,,,,93912
5/15/2008,2008,22,125,Dvpt,Central,446,Nd,Both,,,1847,,,,0
5/15/2008,2008,22,125,Dvpt,Central,446,Nd,Female,,,1847,,,,0
5/15/2008,2008,22,125,Dvpt,Central,446,Nd,Male,,,1847,,,,0
5/15/2008,2008,22,125,Dvpt,Central,446,Ts,Both,,,1473,,,,13416
5/15/2008,2008,22,125,Dvpt,Central,446,Ts,Female,,,1473,,,,9288
5/15/2008,2008,22,125,Dvpt,Central,446,Ts,Male,,,1473,,,,4128
5/15/2008,2008,23,124,Dvpt,Central,128,Ep,Both,,,1816,,,,159894
5/15/2008,2008,23,124,Dvpt,Central,128,Ep,Female,,,1816,,,,114534
5/15/2008,2008,23,124,Dvpt,Central,128,Ep,Male,,,1816,,,,45360
5/15/2008,2008,23,124,Dvpt,Central,128,Nd,Both,,,1847,,,,3402
5/15/2008,2008,23,124,Dvpt,Central,128,Nd,Female,,,1847,,,,0
5/15/2008,2008,23,124,Dvpt,Central,128,Nd,Male,,,1847,,,,3402
5/15/2008,2008,23,124,Dvpt,Central,128,Ts,Both,,,1473,,,,35154
5/15/2008,2008,23,124,Dvpt,Central,128,Ts,Female,,,1473,,,,23814
5/15/2008,2008,23,124,Dvpt,Central,128,Ts,Male,,,1473,,,,11340
5/15/2008,2008,24,445,PiedBl,Central,1050,Ep,Both,,,1816,,,,40480
5/15/2008,2008,24,445,PiedBl,Central,1050,Ep,Female,,,1816,,,,14080
5/15/2008,2008,24,445,PiedBl,Central,1050,Ep,Male,,,1816,,,,26400
5/15/2008,2008,24,445,PiedBl,Central,1050,Nd,Both,,,1847,,,,2420
5/15/2008,2008,24,445,PiedBl,Central,1050,Nd,Female,,,1847,,,,1980
5/15/2008,2008,24,445,PiedBl,Central,1050,Nd,Male,,,1847,,,,440
5/15/2008,2008,24,445,PiedBl,Central,1050,Ts,Both,,,1473,,,,0
5/15/2008,2008,24,445,PiedBl,Central,1050,Ts,Female,,,1473,,,,0
5/15/2008,2008,24,445,PiedBl,Central,1050,Ts,Male,,,1473,,,,0
5/15/2008,2008,25,444,PiedBl,Central,885,Ep,Both,,,1816,,,,7232
5/15/2008,2008,25,444,PiedBl,Central,885,Ep,Female,,,1816,,,,3840
5/15/2008,2008,25,444,PiedBl,Central,885,Ep,Male,,,1816,,,,3392
5/15/2008,2008,25,444,PiedBl,Central,885,Nd,Both,,,1847,,,,4800
5/15/2008,2008,25,444,PiedBl,Central,885,Nd,Female,,,1847,,,,2816
5/15/2008,2008,25,444,PiedBl,Central,885,Nd,Male,,,1847,,,,1984
5/15/2008,2008,25,444,PiedBl,Central,885,Ts,Both,,,1473,,,,320
5/15/2008,2008,25,444,PiedBl,Central,885,Ts,Female,,,1473,,,,320
5/15/2008,2008,25,444,PiedBl,Central,885,Ts,Male,,,1473,,,,0
5/16/2008,2008,26,443,PiedBl,Central,557,Ep,Both,,,1816,,,,20880
5/16/2008,2008,26,443,PiedBl,Central,557,Ep,Female,,,1816,,,,10320
5/16/2008,2008,26,443,PiedBl,Central,557,Ep,Male,,,1816,,,,10560
5/16/2008,2008,26,443,PiedBl,Central,557,Nd,Both,,,1847,,,,2160
5/16/2008,2008,26,443,PiedBl,Central,557,Nd,Female,,,1847,,,,1440
5/16/2008,2008,26,443,PiedBl,Central,557,Nd,Male,,,1847,,,,720
5/16/2008,2008,26,443,PiedBl,Central,557,Ts,Both,,,1473,,,,0
5/16/2008,2008,26,443,PiedBl,Central,557,Ts,Female,,,1473,,,,0
5/16/2008,2008,26,443,PiedBl,Central,557,Ts,Male,,,1473,,,,0
5/16/2008,2008,27,442,PiedBl,Central,167,Ep,Both,,,1816,,,,354576
5/16/2008,2008,27,442,PiedBl,Central,167,Ep,Female,,,1816,,,,189240
5/16/2008,2008,27,442,PiedBl,Central,167,Ep,Male,,,1816,,,,165336
5/16/2008,2008,27,442,PiedBl,Central,167,Nd,Both,,,1847,,,,3984
5/16/2008,2008,27,442,PiedBl,Central,167,Nd,Female,,,1847,,,,1992
5/16/2008,2008,27,442,PiedBl,Central,167,Nd,Male,,,1847,,,,1992
5/16/2008,2008,27,442,PiedBl,Central,167,Ts,Both,,,1473,,,,0
5/16/2008,2008,27,442,PiedBl,Central,167,Ts,Female,,,1473,,,,0
5/16/2008,2008,27,442,PiedBl,Central,167,Ts,Male,,,1473,,,,0
5/16/2008,2008,28,441,PiedBl,Central,60,Ep,Both,,,1816,,,,291
5/16/2008,2008,28,441,PiedBl,Central,60,Ep,Female,,,1816,,,,171
5/16/2008,2008,28,441,PiedBl,Central,60,Ep,Male,,,1816,,,,120
5/16/2008,2008,28,441,PiedBl,Central,60,Nd,Both,,,1847,,,,0
5/16/2008,2008,28,441,PiedBl,Central,60,Nd,Female,,,1847,,,,0
5/16/2008,2008,28,441,PiedBl,Central,60,Nd,Male,,,1847,,,,0
5/16/2008,2008,28,441,PiedBl,Central,60,Ts,Both,,,1473,,,,48
5/16/2008,2008,28,441,PiedBl,Central,60,Ts,Female,,,1473,,,,45
5/16/2008,2008,28,441,PiedBl,Central,60,Ts,Male,,,1473,,,,3
5/16/2008,2008,29,425,SanMig,South,1848,Ep,Both,,,1816,,,,29304
5/16/2008,2008,29,425,SanMig,South,1848,Ep,Female,,,1816,,,,23760
5/16/2008,2008,29,425,SanMig,South,1848,Ep,Male,,,1816,,,,5544
5/16/2008,2008,29,425,SanMig,South,1848,Nd,Both,,,1847,,,,0
5/16/2008,2008,29,425,SanMig,South,1848,Nd,Female,,,1847,,,,0
5/16/2008,2008,29,425,SanMig,South,1848,Nd,Male,,,1847,,,,0
5/16/2008,2008,29,425,SanMig,South,1848,Ts,Both,,,1473,,,,264
5/16/2008,2008,29,425,SanMig,South,1848,Ts,Female,,,1473,,,,0
5/16/2008,2008,29,425,SanMig,South,1848,Ts,Male,,,1473,,,,264
5/16/2008,2008,30,424,SanMig,South,190,Ep,Both,,,1816,,,,9384
5/16/2008,2008,30,424,SanMig,South,190,Ep,Female,,,1816,,,,7956
5/16/2008,2008,30,424,SanMig,South,190,Ep,Male,,,1816,,,,1428
5/16/2008,2008,30,424,SanMig,South,190,Nd,Both,,,1847,,,,0
5/16/2008,2008,30,424,SanMig,South,190,Nd,Female,,,1847,,,,0
5/16/2008,2008,30,424,SanMig,South,190,Nd,Male,,,1847,,,,0
5/16/2008,2008,30,424,SanMig,South,190,Ts,Both,,,1473,,,,408
5/16/2008,2008,30,424,SanMig,South,190,Ts,Female,,,1473,,,,408
5/16/2008,2008,30,424,SanMig,South,190,Ts,Male,,,1473,,,,0
5/17/2008,2008,31,423,SanMig,South,122,Ep,Both,,,1816,,,,8640
5/17/2008,2008,31,423,SanMig,South,122,Ep,Female,,,1816,,,,5040
5/17/2008,2008,31,423,SanMig,South,122,Ep,Male,,,1816,,,,3600
5/17/2008,2008,31,423,SanMig,South,122,Nd,Both,,,1847,,,,3000
5/17/2008,2008,31,423,SanMig,South,122,Nd,Female,,,1847,,,,2400
5/17/2008,2008,31,423,SanMig,South,122,Nd,Male,,,1847,,,,600
5/17/2008,2008,31,423,SanMig,South,122,Ts,Both,,,1473,,,,4800
5/17/2008,2008,31,423,SanMig,South,122,Ts,Female,,,1473,,,,3720
5/17/2008,2008,31,423,SanMig,South,122,Ts,Male,,,1473,,,,1080
5/17/2008,2008,32,422,SanMig,South,380,Ep,Both,,,1816,,,,9072
5/17/2008,2008,32,422,SanMig,South,380,Ep,Female,,,1816,,,,4824
5/17/2008,2008,32,422,SanMig,South,380,Ep,Male,,,1816,,,,4248
5/17/2008,2008,32,422,SanMig,South,380,Nd,Both,,,1847,,,,648
5/17/2008,2008,32,422,SanMig,South,380,Nd,Female,,,1847,,,,504
5/17/2008,2008,32,422,SanMig,South,380,Nd,Male,,,1847,,,,144
5/17/2008,2008,32,422,SanMig,South,380,Ts,Both,,,1473,,,,3816
5/17/2008,2008,32,422,SanMig,South,380,Ts,Female,,,1473,,,,2376
5/17/2008,2008,32,422,SanMig,South,380,Ts,Male,,,1473,,,,1440
5/17/2008,2008,33,414,SanNic,South,103,Ep,Both,,,1816,,,,0
5/17/2008,2008,33,414,SanNic,South,103,Ep,Female,,,1816,,,,0
5/17/2008,2008,33,414,SanNic,South,103,Ep,Male,,,1816,,,,0
5/17/2008,2008,33,414,SanNic,South,103,Nd,Both,,,1847,,,,0
5/17/2008,2008,33,414,SanNic,South,103,Nd,Female,,,1847,,,,0
5/17/2008,2008,33,414,SanNic,South,103,Nd,Male,,,1847,,,,0
5/17/2008,2008,33,414,SanNic,South,103,Ts,Both,,,1473,,,,0
5/17/2008,2008,33,414,SanNic,South,103,Ts,Female,,,1473,,,,0
5/17/2008,2008,33,414,SanNic,South,103,Ts,Male,,,1473,,,,0
5/17/2008,2008,34,413,SanNic,South,775,Ep,Both,,,1816,,,,26864
5/17/2008,2008,34,413,SanNic,South,775,Ep,Female,,,1816,,,,11408
5/17/2008,2008,34,413,SanNic,South,775,Ep,Male,,,1816,,,,15456
5/17/2008,2008,34,413,SanNic,South,775,Nd,Both,,,1847,,,,43792
5/17/2008,2008,34,413,SanNic,South,775,Nd,Female,,,1847,,,,34592
5/17/2008,2008,34,413,SanNic,South,775,Nd,Male,,,1847,,,,9200
5/17/2008,2008,34,413,SanNic,South,775,Ts,Both,,,1473,,,,0
5/17/2008,2008,34,413,SanNic,South,775,Ts,Female,,,1473,,,,0
5/17/2008,2008,34,413,SanNic,South,775,Ts,Male,,,1473,,,,0
5/18/2008,2008,35,412,SanNic,South,1874,Ep,Both,,,1816,,,,28712
